SectorCode,Sector,Region,regioncode,kpi,year,value
P,Education,Makkah al Mukarramah,MAK,Investments,2018,302.00508469263025
Q,Human Health and Social Work Activities,Makkah al Mukarramah,MAK,Investments,2018,782.9420164786462
R,"Arts, entertainment and recreation",Makkah al Mukarramah,MAK,Investments,2018,80.4503120927287
S,Other service activities,Makkah al Mukarramah,MAK,Investments,2018,100.51864924878454
A,"Agriculture, forestry and fishing",Najran,NAJ,GDP,2018,0.0
B,Mining and quarrying,Najran,NAJ,GDP,2018,0.0
C,Manufacturing,Najran,NAJ,GDP,2018,0.0
D,"Electricity, gas, steam and air conditioning supply",Najran,NAJ,GDP,2018,0.0
E,"Water supply; sewerage, waste management and remediation activities",Najran,NAJ,GDP,2018,0.0
F,Construction,Najran,NAJ,GDP,2018,0.0
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Najran,NAJ,GDP,2018,0.0
H,Transportation and storage,Najran,NAJ,GDP,2018,0.0
I,Accommodation and food service activities,Najran,NAJ,GDP,2018,0.0
J,Information and communication,Najran,NAJ,GDP,2018,0.0
K,Financial and insurance activities,Najran,NAJ,GDP,2018,0.0
L,Real estate activities,Najran,NAJ,GDP,2018,0.0
M,"Professional, scientific and technical activities",Najran,NAJ,GDP,2018,0.0
N,Administrative and support service activities,Najran,NAJ,GDP,2018,0.0
O,Public administration and defense; compulsory social security,Najran,NAJ,GDP,2018,0.0
P,Education,Najran,NAJ,GDP,2018,0.0
Q,Human health and social work activities,Najran,NAJ,GDP,2018,0.0
R,"Arts, entertainment and recreation",Najran,NAJ,GDP,2018,0.0
S,Other service activities,Najran,NAJ,GDP,2018,0.0
T,Activities of households,Najran,NAJ,GDP,2018,0.0
A,"Agriculture, Forestry and Fishing",Najran,NAJ,Productivity,2018,0.0
B,Mining and quarrying,Najran,NAJ,Productivity,2018,0.0
C,Manufacturing,Najran,NAJ,Productivity,2018,0.0
D,"Electricity, gas, steam and air conditioning supply",Najran,NAJ,Productivity,2018,0.0
E,"Water supply; sewerage, waste management and remediation activities",Najran,NAJ,Productivity,2018,0.0
F,Construction,Najran,NAJ,Productivity,2018,0.0
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Najran,NAJ,Productivity,2018,0.0
H,Transportation and storage,Najran,NAJ,Productivity,2018,0.0
I,Accommodation and food service activities,Najran,NAJ,Productivity,2018,0.0
J,Information and Communication,Najran,NAJ,Productivity,2018,0.0
K,Financial and insurance activities,Najran,NAJ,Productivity,2018,0.0
L,Real estate activities,Najran,NAJ,Productivity,2018,0.0
M,"Professional, scientific and technical activities",Najran,NAJ,Productivity,2018,0.0
N,Administrative and support service activities,Najran,NAJ,Productivity,2018,0.0
O,Public administration and defense; compulsory social security,Najran,NAJ,Productivity,2018,0.0
P,Education,Najran,NAJ,Productivity,2018,0.0
Q,Human health and social work activities,Najran,NAJ,Productivity,2018,0.0
R,"Arts, entertainment and recreation",Najran,NAJ,Productivity,2018,0.0
S,Other service activities,Najran,NAJ,Productivity,2018,0.0
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Najran,NAJ,Productivity,2018,0.0
U,Activities of extraterritorial organizations and bodies,Najran,NAJ,Productivity,2018,0.0
V,Undefined,Najran,NAJ,Productivity,2018,0.0
A,"Agriculture, Forestry and Fishing",Najran,NAJ,Workforce,2018,0.0
B,Mining and quarrying,Najran,NAJ,Workforce,2018,0.0
C,Manufacturing,Najran,NAJ,Workforce,2018,0.0
D,"Electricity, gas, steam and air conditioning supply",Najran,NAJ,Workforce,2018,0.0
E,"Water supply; sewerage, waste management and remediation activities",Najran,NAJ,Workforce,2018,0.0
F,Construction,Najran,NAJ,Workforce,2018,0.0
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Najran,NAJ,Workforce,2018,0.0
H,Transportation and storage,Najran,NAJ,Workforce,2018,0.0
I,Accommodation and food service activities,Najran,NAJ,Workforce,2018,0.0
J,Information and Communication,Najran,NAJ,Workforce,2018,0.0
K,Financial and insurance activities,Najran,NAJ,Workforce,2018,0.0
L,Real estate activities,Najran,NAJ,Workforce,2018,0.0
M,"Professional, scientific and technical activities",Najran,NAJ,Workforce,2018,0.0
N,Administrative and support service activities,Najran,NAJ,Workforce,2018,0.0
O,Public administration and defense; compulsory social security,Najran,NAJ,Workforce,2018,0.0
P,Education,Najran,NAJ,Workforce,2018,0.0
Q,Human health and social work activities,Najran,NAJ,Workforce,2018,0.0
R,"Arts, entertainment and recreation",Najran,NAJ,Workforce,2018,0.0
S,Other service activities,Najran,NAJ,Workforce,2018,0.0
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Najran,NAJ,Workforce,2018,0.0
U,Activities of extraterritorial organizations and bodies,Najran,NAJ,Workforce,2018,0.0
V,Undefined,Najran,NAJ,Workforce,2018,0.0
A,"Agriculture, forestry and fishing",Najran,NAJ,Investments,2018,14.26114776023756
B,Mining and Quarrying,Najran,NAJ,Investments,2018,361.0101411672097
C,Manufacturing,Najran,NAJ,Investments,2018,3016.675597268114
D,"Electricity, gas, steam and air conditioning supplies",Najran,NAJ,Investments,2018,294.31184952101484
E,"Water supply; sewerage, waste management and remediation activities",Najran,NAJ,Investments,2018,171.19800772486388
F,Construction,Najran,NAJ,Investments,2018,964.3312526600001
G,Wholesale and retail trade and repair of motor vehicles and motorcycles,Najran,NAJ,Investments,2018,1362.1068283510747
H,Transportation and Storage,Najran,NAJ,Investments,2018,237.99699036052795
I,Accommodation and food services activities,Najran,NAJ,Investments,2018,234.06478292904438
J,Information and Communication,Najran,NAJ,Investments,2018,271.51318479524144
K,Financial and Insurance Activities,Najran,NAJ,Investments,2018,1187.9289175846964
L,Real Estate Activities,Najran,NAJ,Investments,2018,1003.1875757999311
M,"Professional, Scientific and Technical Activities",Najran,NAJ,Investments,2018,293.4708127426792
N,Administrative and Support Service Activities,Najran,NAJ,Investments,2018,307.89985941581034
O,"Public administration, defense and compulsory social security",Najran,NAJ,Investments,2018,0.3074798388310328
P,Education,Najran,NAJ,Investments,2018,23.815342372001847
Q,Human Health and Social Work Activities,Najran,NAJ,Investments,2018,61.74078889711979
R,"Arts, entertainment and recreation",Najran,NAJ,Investments,2018,6.34410420067172
S,Other service activities,Najran,NAJ,Investments,2018,7.926641530116553
A,"Agriculture, forestry and fishing",Tabuk,TAB,GDP,2018,0.0
B,Mining and quarrying,Tabuk,TAB,GDP,2018,0.0
C,Manufacturing,Tabuk,TAB,GDP,2018,0.0
D,"Electricity, gas, steam and air conditioning supply",Tabuk,TAB,GDP,2018,0.0
E,"Water supply; sewerage, waste management and remediation activities",Tabuk,TAB,GDP,2018,0.0
F,Construction,Tabuk,TAB,GDP,2018,0.0
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Tabuk,TAB,GDP,2018,0.0
H,Transportation and storage,Tabuk,TAB,GDP,2018,0.0
I,Accommodation and food service activities,Tabuk,TAB,GDP,2018,0.0
J,Information and communication,Tabuk,TAB,GDP,2018,0.0
K,Financial and insurance activities,Tabuk,TAB,GDP,2018,0.0
L,Real estate activities,Tabuk,TAB,GDP,2018,0.0
M,"Professional, scientific and technical activities",Tabuk,TAB,GDP,2018,0.0
N,Administrative and support service activities,Tabuk,TAB,GDP,2018,0.0
O,Public administration and defense; compulsory social security,Tabuk,TAB,GDP,2018,0.0
P,Education,Tabuk,TAB,GDP,2018,0.0
Q,Human health and social work activities,Tabuk,TAB,GDP,2018,0.0
R,"Arts, entertainment and recreation",Tabuk,TAB,GDP,2018,0.0
S,Other service activities,Tabuk,TAB,GDP,2018,0.0
T,Activities of households,Tabuk,TAB,GDP,2018,0.0
A,"Agriculture, Forestry and Fishing",Tabuk,TAB,Productivity,2018,0.0
B,Mining and quarrying,Tabuk,TAB,Productivity,2018,0.0
C,Manufacturing,Tabuk,TAB,Productivity,2018,0.0
D,"Electricity, gas, steam and air conditioning supply",Tabuk,TAB,Productivity,2018,0.0
E,"Water supply; sewerage, waste management and remediation activities",Tabuk,TAB,Productivity,2018,0.0
F,Construction,Tabuk,TAB,Productivity,2018,0.0
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Tabuk,TAB,Productivity,2018,0.0
H,Transportation and storage,Tabuk,TAB,Productivity,2018,0.0
I,Accommodation and food service activities,Tabuk,TAB,Productivity,2018,0.0
J,Information and Communication,Tabuk,TAB,Productivity,2018,0.0
K,Financial and insurance activities,Tabuk,TAB,Productivity,2018,0.0
L,Real estate activities,Tabuk,TAB,Productivity,2018,0.0
M,"Professional, scientific and technical activities",Tabuk,TAB,Productivity,2018,0.0
N,Administrative and support service activities,Tabuk,TAB,Productivity,2018,0.0
O,Public administration and defense; compulsory social security,Tabuk,TAB,Productivity,2018,0.0
P,Education,Tabuk,TAB,Productivity,2018,0.0
Q,Human health and social work activities,Tabuk,TAB,Productivity,2018,0.0
R,"Arts, entertainment and recreation",Tabuk,TAB,Productivity,2018,0.0
S,Other service activities,Tabuk,TAB,Productivity,2018,0.0
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Tabuk,TAB,Productivity,2018,0.0
U,Activities of extraterritorial organizations and bodies,Tabuk,TAB,Productivity,2018,0.0
V,Undefined,Tabuk,TAB,Productivity,2018,0.0
A,"Agriculture, Forestry and Fishing",Tabuk,TAB,Workforce,2018,0.0
B,Mining and quarrying,Tabuk,TAB,Workforce,2018,0.0
C,Manufacturing,Tabuk,TAB,Workforce,2018,0.0
D,"Electricity, gas, steam and air conditioning supply",Tabuk,TAB,Workforce,2018,0.0
E,"Water supply; sewerage, waste management and remediation activities",Tabuk,TAB,Workforce,2018,0.0
F,Construction,Tabuk,TAB,Workforce,2018,0.0
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Tabuk,TAB,Workforce,2018,0.0
H,Transportation and storage,Tabuk,TAB,Workforce,2018,0.0
I,Accommodation and food service activities,Tabuk,TAB,Workforce,2018,0.0
J,Information and Communication,Tabuk,TAB,Workforce,2018,0.0
K,Financial and insurance activities,Tabuk,TAB,Workforce,2018,0.0
L,Real estate activities,Tabuk,TAB,Workforce,2018,0.0
M,"Professional, scientific and technical activities",Tabuk,TAB,Workforce,2018,0.0
N,Administrative and support service activities,Tabuk,TAB,Workforce,2018,0.0
O,Public administration and defense; compulsory social security,Tabuk,TAB,Workforce,2018,0.0
P,Education,Tabuk,TAB,Workforce,2018,0.0
Q,Human health and social work activities,Tabuk,TAB,Workforce,2018,0.0
R,"Arts, entertainment and recreation",Tabuk,TAB,Workforce,2018,0.0
S,Other service activities,Tabuk,TAB,Workforce,2018,0.0
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Tabuk,TAB,Workforce,2018,0.0
U,Activities of extraterritorial organizations and bodies,Tabuk,TAB,Workforce,2018,0.0
V,Undefined,Tabuk,TAB,Workforce,2018,0.0
A,"Agriculture, forestry and fishing",Tabuk,TAB,Investments,2018,18.45560298383684
B,Mining and Quarrying,Tabuk,TAB,Investments,2018,467.18959445168315
C,Manufacturing,Tabuk,TAB,Investments,2018,3903.933125876383
D,"Electricity, gas, steam and air conditioning supplies",Tabuk,TAB,Investments,2018,380.87415820366624
E,"Water supply; sewerage, waste management and remediation activities",Tabuk,TAB,Investments,2018,221.55036293805912
F,Construction,Tabuk,TAB,Investments,2018,1247.9580916776472
G,Wholesale and retail trade and repair of motor vehicles and motorcycles,Tabuk,TAB,Investments,2018,1762.7264837484497
H,Transportation and Storage,Tabuk,TAB,Investments,2018,307.99610517244787
I,Accommodation and food services activities,Tabuk,TAB,Investments,2018,302.9073661434692
J,Information and Communication,Tabuk,TAB,Investments,2018,351.37000385266543
K,Financial and Insurance Activities,Tabuk,TAB,Investments,2018,1537.3197756978425
L,Real Estate Activities,Tabuk,TAB,Investments,2018,1298.242745152852
M,"Professional, Scientific and Technical Activities",Tabuk,TAB,Investments,2018,379.78575766699663
N,Administrative and Support Service Activities,Tabuk,TAB,Investments,2018,398.4586415969311
O,"Public administration, defense and compulsory social security",Tabuk,TAB,Investments,2018,0.3979150855460425
P,Education,Tabuk,TAB,Investments,2018,30.81985483435533
Q,Human Health and Social Work Activities,Tabuk,TAB,Investments,2018,79.89984445509621
R,"Arts, entertainment and recreation",Tabuk,TAB,Investments,2018,8.210017200869284
S,Other service activities,Tabuk,TAB,Investments,2018,10.258006686033188
A,"Agriculture, forestry and fishing",Al Bahah,ABA,GDP,2019,1205.3133754674386
B,Mining and quarrying,Al Bahah,ABA,GDP,2019,12727.25657816778
C,Manufacturing,Al Bahah,ABA,GDP,2019,6223.884569223081
D,"Electricity, gas, steam and air conditioning supply",Al Bahah,ABA,GDP,2019,645.8006134238359
E,"Water supply; sewerage, waste management and remediation activities",Al Bahah,ABA,GDP,2019,137.68332951452373
F,Construction,Al Bahah,ABA,GDP,2019,2379.116486356422
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Al Bahah,ABA,GDP,2019,4299.245644906672
H,Transportation and storage,Al Bahah,ABA,GDP,2019,1287.5878244106232
I,Accommodation and food service activities,Al Bahah,ABA,GDP,2019,817.9295470530392
J,Information and communication,Al Bahah,ABA,GDP,2019,1558.5401211526064
K,Financial and insurance activities,Al Bahah,ABA,GDP,2019,1544.501276059515
L,Real estate activities,Al Bahah,ABA,GDP,2019,3068.5694295908775
M,"Professional, scientific and technical activities",Al Bahah,ABA,GDP,2019,337.2395452791857
N,Administrative and support service activities,Al Bahah,ABA,GDP,2019,432.2480617790018
O,Public administration and defense; compulsory social security,Al Bahah,ABA,GDP,2019,4525.253729685783
P,Education,Al Bahah,ABA,GDP,2019,3016.3345158412226
Q,Human health and social work activities,Al Bahah,ABA,GDP,2019,1659.562857620758
R,"Arts, entertainment and recreation",Al Bahah,ABA,GDP,2019,101.40182510900219
S,Other service activities,Al Bahah,ABA,GDP,2019,251.93904271326562
T,Activities of households,Al Bahah,ABA,GDP,2019,377.77707013762233
A,"Agriculture, Forestry and Fishing",Al Bahah,ABA,Productivity,2019,0.0
B,Mining and quarrying,Al Bahah,ABA,Productivity,2019,0.0
C,Manufacturing,Al Bahah,ABA,Productivity,2019,0.0
D,"Electricity, gas, steam and air conditioning supply",Al Bahah,ABA,Productivity,2019,0.0
E,"Water supply; sewerage, waste management and remediation activities",Al Bahah,ABA,Productivity,2019,0.0
F,Construction,Al Bahah,ABA,Productivity,2019,0.0
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Al Bahah,ABA,Productivity,2019,0.0
H,Transportation and storage,Al Bahah,ABA,Productivity,2019,0.0
I,Accommodation and food service activities,Al Bahah,ABA,Productivity,2019,0.0
J,Information and Communication,Al Bahah,ABA,Productivity,2019,0.0
K,Financial and insurance activities,Al Bahah,ABA,Productivity,2019,0.0
L,Real estate activities,Al Bahah,ABA,Productivity,2019,0.0
M,"Professional, scientific and technical activities",Al Bahah,ABA,Productivity,2019,0.0
N,Administrative and support service activities,Al Bahah,ABA,Productivity,2019,0.0
O,Public administration and defense; compulsory social security,Al Bahah,ABA,Productivity,2019,0.0
P,Education,Al Bahah,ABA,Productivity,2019,0.0
Q,Human health and social work activities,Al Bahah,ABA,Productivity,2019,0.0
R,"Arts, entertainment and recreation",Al Bahah,ABA,Productivity,2019,0.0
S,Other service activities,Al Bahah,ABA,Productivity,2019,0.0
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Al Bahah,ABA,Productivity,2019,0.0
U,Activities of extraterritorial organizations and bodies,Al Bahah,ABA,Productivity,2019,0.0
V,Undefined,Al Bahah,ABA,Productivity,2019,0.0
A,"Agriculture, Forestry and Fishing",Al Bahah,ABA,Workforce,2019,1926.6924453664012
B,Mining and quarrying,Al Bahah,ABA,Workforce,2019,5832.809876625655
C,Manufacturing,Al Bahah,ABA,Workforce,2019,19581.255388169786
D,"Electricity, gas, steam and air conditioning supply",Al Bahah,ABA,Workforce,2019,2602.570564962358
E,"Water supply; sewerage, waste management and remediation activities",Al Bahah,ABA,Workforce,2019,407.98287535732663
F,Construction,Al Bahah,ABA,Workforce,2019,49126.08584996027
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Al Bahah,ABA,Workforce,2019,44575.66902310711
H,Transportation and storage,Al Bahah,ABA,Workforce,2019,5768.102155917407
I,Accommodation and food service activities,Al Bahah,ABA,Workforce,2019,9052.503558563885
